,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
19382,Lonely,0.9248,7870676,- There 's no-one here .,5641600,"- I thought we were doing all right .
- I 'm sorry , Shane . I can 't be with you .
- After everything we 've been through ? Years of ups , downs , spinning round and fucking round ... ? What 's so big that we can 't deal with it now ?
- It 's not about the big stuff any more .
- Is it that bald fucker ?
- Slag . Wanker , wanker ! Come on ! I can do that .
- Bad taste , Shane .
- Are you going to him ?
- I 'm going to no-one .
- There is no-one ."
19383,Lonely,0.9247,6735139,- Nobody 's here .,7887755,"- Mr Morloff , please . ─ He is away . I am alone .
- Nobody here ? ─ Nobody ."
19384,Lonely,0.9243,7666542,- Leave me alone ...,6379213,"- What are you waiting for ? Take care of him .
- Leave me be alone ."
19385,Lonely,0.9243,6349143,"- No one here , either .",6834692,"- No one would dare place a hand on me .
- No one !"
19386,Lonely,0.9243,7870676,- There 's no-one here .,6242524,"- It 's all right . Really ?
- There 's no-one there ."
19387,Lonely,0.9242,7666542,- Leave me alone ...,7097349,"- Oh , come on , dude . Give me a break .
- Where 's Anna ?
- I want to help you .
- Go away , girl .
- Leave us alone ."
19388,Lonely,0.9236,4841764,"- It 's empty !
- No one is there .",3288176,"- Americano , ¡ no hay nada allí !
- There is nothing there !"
19389,Lonely,0.9236,7666542,- Leave me alone ...,7055730,"- I did not mean to scare you into entering your room but ... I had to track .
- Leave me alone ."
19390,Lonely,0.9236,7666542,- Leave me alone ...,3409081,"- She never comes here .
- Leave her alone ."
19391,Lonely,0.9235,7666542,- Leave me alone ...,534373,"- You stay here .
- Leave me alone ."
19392,Lonely,0.9233,3904144,"- You just don 't get it . What ?
- I 'm going to sleep .",6554836,"- You all right ? Yeah , if you 're all right .
- I don 't understand , Mom . I don 't understand what 's going on .
- I don 't either .
- Are you all right ? Just go to sleep , OK ?
- Just go to sleep ."
19393,Lonely,0.9232,8673154,- There 's no one here !,4960927,"- I don 't think he 's around . I 'm going out .
- Don 't , Bok Nim . He 'll be back in a minute .
- Stay where you were .
- There is no one here ."
19394,Lonely,0.923,7666542,- Leave me alone ...,8195424,"- What 's wrong with you ? I won 't act ! I won 't !
- Leave us alone ."
19395,Lonely,0.9227,2338432,- I 'm lonely .,6193622,"- You 're so far away , baby . Come here .
- I 'm lonely ."
19396,Lonely,0.9225,7666542,- Leave me alone ...,1843410,"- Leave us alone !
- Stop it ! GO away !
- Leave us alone !"
19397,Lonely,0.9224,4336105,"- You see , there 's no one !",5497340,"- Why are you telling me now ?
- Because you wanted to know the reason Mum left . That 's the reason .
- So you escaped .
- You had a way out ? What ?
- From the pain . You had a way out . You just left me and Mum to suffer on our own . Look , Nick , I know it was wrong but you 're a man , so don 't tell me you don 't know what men are like .
- Hang on ! If I don 't forgive you then I 'm not being manly ? Is that the logic here ?
- There is no logic . I had sex with someone else to block out guilt and grief . I 'm sorry . You forgive me or you don 't , I have no control over that .
- Well , isn 't that convenient ? Would you give me some slack ? I lost my daughter ! And I lost my sister ! I was the one left behind , not you !
- You had Mum !
- I had no one !
- No one !"
19398,Lonely,0.9223,7666542,- Leave me alone ...,1052230,"- What the fuck are you looking at ?
- Nothing . Please , just leave me alone .
- Leave you alone ?"
19399,Lonely,0.9218,7666542,- Leave me alone ...,177824,"- What about this one , eh ?
- Leave her alone there ! Let her go !
- Leave her alone !"
19400,Lonely,0.9214,664903,"- Tch !
- I 'm so lonely .",3339475,"- Chelle .
- I 'm so lonely ."
19401,Lonely,0.9213,2338432,- I 'm lonely .,6897134,"- When did you start smoking ?
- I 'm sorry . There 's no need to refrain . You look much more alive now than before . Your wear more make up , too .
- Do you sometimes remember Sumida ?
- No . I didn 't love him in the least .
- Then , why did you try to die with him ?
- I was lonely ."
19402,Lonely,0.9211,7666542,- Leave me alone ...,3216082,"- No ! Get away from me !
- Leave her alone ."
19403,Lonely,0.921,8679868,"- Get out ! What ?
- I need to be alone .",585492,"- Thank you for your decision .
- I 'm not the one who decides .
- Where are you going now ?
- I need to be alone ."
19404,Lonely,0.9209,7666542,- Leave me alone ...,4388281,"- Please . Go away .
- Leave us alone ."
19405,Lonely,0.9209,4841764,"- It 's empty !
- No one is there .",7008401,"- None whatsoever .
- I 'll say nothing ."
19406,Lonely,0.9209,7666542,- Leave me alone ...,7182733,"- We got to get going . No time to waste .
- Who 's that in the car , Play ?
- That 's a honey . I know what you 're thinking . That ain 't for you , but there 'll be a lot more .
- We can 't fit a lot of equipment ... and three people in that little-ass car !
- You don 't know how to load things scientifically .
- Leave it ! You 're tearing my shit !
- Don 't ! Shit ! What the-
- Just leave it alone ! Don 't !
- Play , leave it alone ! Just leave it ! I 'll do it !
- Leave it alone !"
19407,Lonely,0.9208,5785548,"- Why even you don 't want me ?
- I 'm all alone .",7460349,"- I don 't need anybody ! I want to be alone !
- Alone !"
19409,Lonely,0.9205,7666542,- Leave me alone ...,8683934,"- You must leave here at once
- Leave me alone"
19411,Lonely,0.9201,7666542,- Leave me alone ...,1793603,"- Have a safe trip , miss . Thank you .
- Leave me alone ."
19412,Lonely,0.92,7666542,- Leave me alone ...,6688770,"- Ow . Leave her alone , Leo . She 'll get up .
- Leave her alone ."
20244,Neutral,0.9743,5642291,- That was very funny .,7142381,"- That was real funny , huh ?
- Yeah , that 's pretty funny . I think that 's"
20245,Neutral,0.9711,3908008,"- Dave ... what you 're doing here ?
- It 's a surprise .",3812381,"- What 's that doing here ?
- It 's a surprise ."
20246,Neutral,0.9678,5642291,- That was very funny .,778499,"- Have you gone completely insane ?
- A joke .
- Funny .
- really , very ... funny ."
20247,Neutral,0.9671,5642291,- That was very funny .,6136951,"- Heh . That was funny .
- Heh . That was really funny ."
20248,Neutral,0.9666,5642291,- That was very funny .,8193492,"- Hey ... you still got you 're pants on .
- Well that would be a first .
- That 's a good look . Very funny .
- Very , very funny !"
20249,Neutral,0.9647,5642291,- That was very funny .,2541363,"- It was the low point in my life . Never ever have I been naked and not had fun . I tell you it was degradation . I thought we were a lot tighter the second show . How am I ever gonna show my face in here again ?
- Paul , it 's not your face that 's burned into my memory . You know , I kind of found the whole thing , uh , quite exhilarating .
- Exhilarating ?
- I meant humiliating . It was really humiliating .
- Uh , guys , you 've been really good to me , so I 'm gonna be good to you . You need a finish .
- Yeah , that 's real funny .
- That 's real funny stuff ."
20250,Neutral,0.9636,7105986,"- Did you hear something ?
- No , it was nothing .",7698436,"- Did you hear him ?
- No , it 's nothing ."
20251,Neutral,0.9628,793050,"- But you know , that wasn 't his fault .",3396594,"- It wasn 't his fault !
- It wasn 't his fault ."
20252,Neutral,0.9616,5642291,- That was very funny .,4088903,"- Hey , my girl ! Hi ! You look in shape !
- We do what we can !
- Don 't tell me . You cut your hair , you gave up your glasses and you gained some weight ?
- Uh ... no . No , we never met . You must be mistaking me with her last boyfriend .
- Dad , this is Sebastien .
- Ah ! Another one !
- He always does that , it 's just for laughs . Come .
- Well , it 's funny .
- Super funny ."
20253,Neutral,0.9584,7105986,"- Did you hear something ?
- No , it was nothing .",4028123,"- O-Odajima-sama !
- It was nothing , sorry for the interruption .
- Hey , did you hear something ?
- No , nothing at all ."
20254,Neutral,0.9555,3659449,"- But you never , ever will .",5728526,"- Never have .
- Never will ."
20255,Neutral,0.9532,5642291,- That was very funny .,755580,"- You mean , The Raven and the Fox ?
- Yes , what did I say ?
- The Raven is Late .
- That 's funny !
- Very funny !"
20256,Neutral,0.9522,5642291,- That was very funny .,21991,"- Tip ! You 're hilarious !
- So funny !"
20257,Neutral,0.9518,5642291,- That was very funny .,4453505,"- You know how I do things out of love ? Oh , this is never good . When you were in high school , Raymond , you were so lonely . I just wanted you to be happy . What did you do ? Everything I told you about Elizabeth back in high school , thinking you were cute and having a crush on you , was a ... fib .
- What ? You lied to me ? Fibbed . Wait a minute . She had to like me a little bit because she asked me out , right ? Right ? See , I ran into Elizabeth in the market and I asked her if she would please ask you out to the dance . At first she said no , but then I told her that you were polite and kind and a nice dresser .
- A pity date ? All this time , I was ... I was a pity date ?
- No , not at all . Of course I was . I guess I was right , Raymond . When she accepted your apology , she was putting on an act . She had to keep from laughing . You couldn 't walk her to the door 'cause she was running for the door .
- That 's very funny . Very funny !
- Very funny !"
20258,Neutral,0.9512,8479584,"- So , uh , what do you want to show me ?
- It 's a surprise .",7306858,"- What 's it going to take to make you go away ?
- I have to show you something .
- What ? It 's a surprise ."
20259,Neutral,0.9485,5642291,- That was very funny .,5598086,"- THAT 'S FUNNY .
- YEAH , THAT 'S FUCKING HILARIOUS ."
20260,Neutral,0.9475,5642291,- That was very funny .,887506,"- So if you give her a really big nose , when she bounces up and down ... the nose is going to go- - a floppy nose .
- I think it 's funny .
- I think we 'd be good if we talk to Walt about it .
- That is really funny ."
20261,Neutral,0.9392,5642291,- That was very funny .,2841892,"- Is very funny , Mike , eh ?
- Very funny ."
20262,Neutral,0.9371,8479584,"- So , uh , what do you want to show me ?
- It 's a surprise .",4696842,"- Can you meet me Wiills at school tomorrow ?
- It 's one thing I want to show you . Sure .
- A surprise ."
20263,Neutral,0.9368,3908008,"- Dave ... what you 're doing here ?
- It 's a surprise .",8608905,"- Paul , what are you doing ?
- It 's a surprise ."
20264,Neutral,0.9358,793050,"- But you know , that wasn 't his fault .",174574,"- What the heck ? Am I nothing to you ? I 'm a nobody ? You can 't rely on me ? You can 't even depend on me ? You should have called if Rachel came yesterday !
- Because your life is hard enough . My life has always been hard ever since I was born . My mom had to be hidden . My brother hates me . My father 's wife hates me . My father made all this happen . My friend was angry after finding out the truth . I was abandoned in a foreign land for three years .
- None of these were your fault .
- So ... It wasn 't your fault either .
- It wasn 't your fault ."
20265,Neutral,0.9344,5642291,- That was very funny .,4794090,"- That 's mad .
- That is so funny ."
20266,Neutral,0.9344,3659449,"- But you never , ever will .",2385346,"- And I 'll never let you go .
- Never , never , never ."
20267,Neutral,0.9341,5642291,- That was very funny .,5941652,"- Eh , yes . I remember that .
- That was really funny ."
20268,Neutral,0.9333,3659449,"- But you never , ever will .",1116802,"- I never want to see you again .
- Never again ."
20269,Neutral,0.9331,3659449,"- But you never , ever will .",2472174,"- will never again speak to you .
- never again !"
20270,Neutral,0.9324,5642291,- That was very funny .,5497341,"- I 'm sorry . I never thought . You never thought ?
- Well , that 's funny .
- That 's fucking hilarious ."
20271,Neutral,0.9323,3659449,"- But you never , ever will .",2513661,"- Tell me that your heart lacks the strength to wash away your sin That the demon of remorse inspires you with too great a terror Tell him that it is easier for a faithless heart to make known the foul wrong Which will mean his death lnfamy is not enough for you You will be cowardly as well ! Father !
- Yes , cowardly ! But hear me , you will save Rodolfo You will submit to a love of which you are unworthy !
- No ! You must obey !
- Never ! Never ?
- It shall never be !"
20272,Neutral,0.932,5642291,- That was very funny .,5264246,"- Oh , God , thank goodness that is over ! That was one of the most unpleasant and interesting experiences of my life . I had no idea but it looked like , but it felt unbelievably strange . I could feel just my face just jumping all over the place .
- Oh , it was nasty !
- Nasty , nasty , nasty ! But very funny .
- It looked very , very funny ."
20273,Neutral,0.9318,3659449,"- But you never , ever will .",3546437,"- Oh thank you Mike . I 'll buy you a better one , just as soon as I ...
- No you won 't .
- I 'm always going to keep this one . I 'll never part with it .
- Never , never , never ."
20274,Neutral,0.9279,3659449,"- But you never , ever will .",2634040,"- And I 'm never coming back , either .
- Never , never , never !"
